doc_id,doc_title,collection_dir,collection_code,collection_name,collection_label,work_code,work_title_hint,char_id,role_name,alias_names,role_type_raw,role_type_inferred,gender_inferred,age_inferred,status_identity,personality_tags,behavior_tags,speech_style,narrative_function,line_count,scene_coverage,scene_count_present,centrality_hint,evidence,source_line,raw,confidence,llm_error,role_note
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,pdf_01000000__01001002___575bd35247__char__476397dea5,程宣,,丑,丑,男,老年,北国更夫，原南朝人,胆小机灵；善良朴实；知恩图报,为孟良带路；报信；掩埋尸骨,口语化；带方言；语气慌张,功能性角色,24,6；7；8,3,0.5773,爷爷饶命，我不是奸细；本不是此地人氏，乃南朝人氏；待我从小道而去，与孟二爷送信,13,程宣：丑,0.85,,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,pdf_01000000__01001002___575bd35247__char__5103c2b42c,赵德芳,,老生,老生,男,中年,八贤王，宋室宗亲,仁厚宽和；重情重义；有担当,探病杨延昭；安慰佘太君；承诺担责,文雅温和；多用劝慰语；语气关切,配角,10,10,1,0.2165,御妹夫休得要珠泪淋淋；这一付千斤担有我担承；叫宗保随定孤去见当今,15,赵德芳：老生,0.9,,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,pdf_01000000__01001002___575bd35247__char__3da10fe899,杨继业,,外,外,男,老年（鬼魂）,已故宋将，杨延昭之父,忠魂不灭；慈爱牵挂；刚正不阿,托梦示警；告知真骸骨所在,阴森庄重；多用叮嘱语；语气急切,功能性角色,3,1；2,2,0.0619,在生为大将，死后作忠魂；驾阴风宋营来进；父尸骸在北国洪羊洞,17,杨继业：外,0.9,,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,pdf_01000000__01001002___575bd35247__char__106654b9cc,杨宗保,,小生,小生,男,青年,杨延昭之子,孝顺恭敬；年轻稳重,搀扶父亲；迎接千岁；请祖母娘亲,简短恭敬；多用敬语,配角,7,10,1,0.1753,迎接千岁；现在病房；有请祖母、娘亲,19,杨宗保：小生,0.85,,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,pdf_01000000__01001002___575bd35247__char__885012435f,佘太君,,老旦,老旦,女,老年,杨延昭之母，杨门女将之首,慈祥坚强；深明大义；悲痛隐忍,闻报探子；安慰儿子；哭丧,悲切深情；多用感叹；语气哀婉,配角,4,10,1,0.0928,听说宗保一声请；我儿醒来；保重了；一见我儿丧了命,21,佘太君：老旦,0.85,,
pdf_01000000__01001002___575bd35247,洪羊洞,01000000,1000000,《戏考》,《戏考》（1000000）,01001002,洪羊洞,pdf_01000000__01001002___575bd35247__char__8127ff05c7,柴夫人,,正旦,正旦,女,中年,杨延昭之妻，杨门女将之一,贤惠；孝顺；重情,侍奉婆母；照料病夫；悲痛哭泣,二黄摇板；情感外露；口语化,配角,3,10,1,0.1031,"柴夫人（二黄摇板）急忙上前问分明。 柴夫人（哭）哎呀! 杨延昭（二黄摇板）柴夫人近前来夫有话论,必须要早晚间侍奉娘亲。 杨延昭（二黄摇板）宗保儿跪床前听父教训:必须要秉忠心扶保乾坤。柴夫人,宗保儿,将我搀定,杨延昭离病床叩谢龙恩。再不能与我主把狼烟扫尽,再不能与我主在那万马军营。叩罢头抽身起站立不稳, 柴夫人（二黄摇板）怎不叫人痛在心。",23,柴夫人：正旦,0.85,,
pdf_01000000__01001003___c7b0d12542,三娘教子,01000000,1000000,《戏考》,《戏考》（1000000）,01001003,三娘教子,pdf_01000000__01001003___c7b0d12542__char__222fbb7f68,王春娥,,旦,旦,女,中年,三娘，薛家妾室，后为节妇,贤惠；坚贞；慈爱；刚毅,教子；持家；守节；忍辱负重,温婉中带刚；教诲语气；情感真挚,主角,0,,0,0.0,# 《三娘教子》（《双官诰》【前本】）,5,王春娥：旦,0.95,,
pdf_01000000__01001003___c7b0d12542,三娘教子,01000000,1000000,《戏考》,《戏考》（1000000）,01001003,三娘教子,pdf_01000000__01001003___c7b0d12542__char__965042f127,薛保,,外,外,男,老年,薛家老仆,忠诚；善良；正直；勤恳,辅助主母；照料家务；劝解矛盾,朴实；恳切；略带沧桑,配角,0,,0,0.0,# 《三娘教子》（《双官诰》【前本】）,7,薛保：外,0.9,,
pdf_01000000__01001003___c7b0d12542,三娘教子,01000000,1000000,《戏考》,《戏考》（1000000）,01001003,三娘教子,pdf_01000000__01001003___c7b0d12542__char__c17fa8c819,薛倚哥,,小生,小生,男,少年,薛家之子，王春娥继子,顽皮；叛逆；后知孝顺；可塑,逃学；顶撞母亲；最终悔悟,稚气；倔强；后期转为恭敬,配角,0,,0,0.0,# 《三娘教子》（《双官诰》【前本】）,9,薛倚哥：小生,0.9,,
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,pdf_01000000__01001004___c0c4e6569b__char__3d58ac8562,刘世昌,,老生,老生,男,中年,富商，南阳城外的绸缎商人,冤屈；执着；有礼,诉冤；哀求；摇摆树枝,文雅；悲切；叙述清晰,主角,32,1；2,2,0.5448,"刘世昌（反二黄慢板）未曾开言泪满腮,尊一声老丈细听开怀:家住在南阳城关外,离城十里太平街。刘世昌祖居有数代,务农为本颇有家财。奉母命上京去做买卖,贩卖绸缎倒也生财。主仆离家有一载,归清账目转回家来。行至在定远县关外,忽然间大雨就洒下来。路过了赵大窑门外,借宿谁知惹祸灾。蒙赵大夫妻好款待,顷刻间备出酒饭来。酒内下毒我不解,害死主仆命丧阳台。烧成了乌盆窑中摆,幸喜得老丈讨帐来。可怜我含冤有三载,有三载,老丈吓,",5,刘世昌：老生,0.95,,
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,pdf_01000000__01001004___c0c4e6569b__char__5424b307bc,张别古,,丑,丑,男,老年,贫穷老翁，赵大的债主,胆小；善良；朴实,讨债；被吓；带乌盆见官,口语化；直白；略带滑稽,配角,63,1；2,2,1.0,张别古（白）赵大，赵大……张别古（白）吓，他哪里抢得来的钱，穿得这么好。张别古（白）我找你有两句话讲。张别古（白）不在这里讲，在哪里讲？张别古（白）有了钱，就有了会客厅了。我不认识，你头里走。,7,张别古：丑,0.9,,
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,pdf_01000000__01001004___c0c4e6569b__char__e8bcce398f,赵大,,丑,丑,男,中年,窑主，谋财害命者,贪婪；狡猾；心虚,杀人；掩饰；炫耀财富,油滑；故作镇定；市侩,反派配角,18,1,1,0.2759,赵大（念）忽听叫赵大，胆战又如麻。纵然将事发，我有钱也不怕。赵大（白）原来是老小子。赵大（白）你做什么来的？赵大（白）有话在这里讲么？赵大（白）这里风大，吹了我的舌头。在我会客厅里讲去。,9,赵大：丑,0.9,,
pdf_01000000__01001004___c0c4e6569b,乌盆计,01000000,1000000,《戏考》,《戏考》（1000000）,01001004,乌盆计【后本】,pdf_01000000__01001004___c0c4e6569b__char__ebe18b18cb,包拯,,净,净,男,中年,定远县县令,公正；威严；明察秋毫,审案；问话；下令,官腔；简洁；果断,功能性角色,16,2,1,0.2414,"包拯（引子）官居县令,与黎民,判断冤情。包拯（白）带上来。包拯（白）那一老头儿,家住哪里,姓甚名谁,有何冤枉,朝上诉来。包拯（白）怎么乌盆会讲话?包拯（白）好,左右听了。乌盆,乌盆。包拯（白）乌盆。包拯（白）哽。赶了下去。包拯（白）好,叫他进来。包拯（白）他讲些什么?包拯（白）赏他纸钱一份。包拯（白）左右听真。包拯（白）乌盆。包拯（白）乌盆。",11,包拯：净,0.95,,
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,pdf_01000000__01001005___9cd2b8992a__char__2e5c496bad,祢衡,,老生,老生,男,中年,名士、孔融门客,恃才傲物；刚直不阿；愤世嫉俗；狂放不羁,当面讥讽；拒不行礼；大笑嘲弄；列举文武无能,引经据典；犀利刻薄；慷慨激昂；多用反问,主角,47,1；2；3,3,1.0,"祢衡（引子）天宽地阔海无边,成败兴亡梦里眠。 祢衡（白）我乃天下奇士,岂肯与奸贼低首吓。 祢衡（白）我笑这天地虽阔,却无一人也。 祢衡（白）你道你帐下,文能安邦,武能定国,俱是英雄豪杰,但不知文有谁高,武有谁能?祢某愿闻一二。",5,祢衡：老生,0.95,,
pdf_01000000__01001005___9cd2b8992a,打鼓骂曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001005,打鼓骂曹,pdf_01000000__01001005___9cd2b8992a__char__84a1b18ff1,曹操,孟德,净,净,男,老年,丞相、权臣,傲慢专横；多疑善妒；自视甚高；喜怒无常,端坐不动；厉声质问；列举功绩；威胁顺逆,威严自负；咄咄逼人；多用排比；强调权威,配角,46,2；3,2,0.9389,"曹操（白）怕老夫不知他叫祢衡?见了老夫,这等大模大样,只行常礼,其实可恼! 曹操（白）老夫帐下,文能安邦,武能定国,何言无人? 曹操（白）顺我者生,逆我者死,何言无人?",7,曹操：净,0.95,,
pdf_01000000__01001006___06011d42c6,捉放曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001006,捉放曹,pdf_01000000__01001006___06011d42c6__char__a596384b04,陈宫,,老生,老生,男,中年,中牟县县令,正直；谨慎；有同情心；优柔寡断,审案；释放曹操；弃官随行,文雅；官腔；引经据典,主角,80,1；2；3,3,0.8894,"陈宫（引子）身受皇恩,与黎民,判断冤情。陈宫（白）自要尔等拿得不差，解进京去，俱有千金重赏。陈宫（西皮摇板）曹孟德进衙来齐声威喝。陈宫（白）见了本县,为何不跪?",7,陈宫：老生,0.95,,
pdf_01000000__01001006___06011d42c6,捉放曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001006,捉放曹,pdf_01000000__01001006___06011d42c6__char__9353441b83,曹操,孟德,净,净,男,壮年,逃犯（原为朝廷官员）,豪迈；机智；傲慢；有野心,行刺董卓；被捕不跪；说服陈宫；逃亡,直率；激昂；多用快板；威胁与劝诱并用,主角,78,1；2；3,3,1.0,"曹操（西皮流水板）跳龙潭出虎穴逃灾避祸。曹操（白）我这双金膝,上跪天子,下跪父母,岂肯跪你这小小县令?曹操（西皮快板）你将我解进京献与董卓,那时节见太师自有话说:刺董卓是陈宫修书与我,管叫你遍体排牙难以分说!",9,曹操：净,0.95,,
pdf_01000000__01001006___06011d42c6,捉放曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001006,捉放曹,pdf_01000000__01001006___06011d42c6__char__576ef3218a,吕伯奢,,末,末,男,老年,乡绅（曹操父亲结拜兄弟）,热情；好客；忠厚；念旧,认出曹操；邀请留宿；热情招待,亲切；谦恭；口语化,配角,27,2；3,2,0.3467,"吕伯奢（白）吓,贤侄,不要害怕,老夫吕伯奢,你父与我有八拜之交,难道就不认得了么?吕伯奢（西皮流水板）怪不得昨晚灯花放,今日喜鹊叫门前。只说大祸从天降,贵客临门到我庄。",11,吕伯奢：末,0.9,,
pdf_01000000__01001006___06011d42c6,捉放曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001006,捉放曹,pdf_01000000__01001006___06011d42c6__char__4c2497874f,班头甲,,丑,丑,男,中年,县衙班头,机灵；谄媚；尽职,报信；押解犯人；推辞赏赐,简洁；恭敬；口语化,功能性角色,7,1,1,0.0854,班头甲（念）捉拿曹操事，报与太爷知。班头甲（白）恭喜太爷，贺喜太爷！班头甲（白）小人们不愿领赏，愿太爷禄依高升。,13,班头甲：丑,0.85,,
pdf_01000000__01001006___06011d42c6,捉放曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001006,捉放曹,pdf_01000000__01001006___06011d42c6__char__ab3d966417,班头乙,,丑,丑,男,中年,县衙班头,服从；沉默,押解犯人,极少说话；仅应声,功能性角色,1,1,1,0.0151,班头乙（内白）哦。 （班头乙上。曹操上。）,15,班头乙：丑,0.7,,
pdf_01000000__01001006___06011d42c6,捉放曹,01000000,1000000,《戏考》,《戏考》（1000000）,01001006,捉放曹,pdf_01000000__01001006___06011d42c6__char__e82f0f124a,店家,,丑,丑,男,中年,旅店老板,殷勤；市侩,招呼客人；准备酒菜,简短；服务性用语,功能性角色,5,3,1,0.0452,"店家（白）来了!店家（白）是了。店家（白）二位,用些什么?店家（白）是,伙计们,烫酒一壶,酒到灯到。",17,店家：丑,0.8,,
pdf_01000000__01001007___1b262d262b,桑园寄子,01000000,1000000,《戏考》,《戏考》（1000000）,01001007,桑园寄子,pdf_01000000__01001007___1b262d262b__char__bed496359a,邓伯道,,老生,老生,男,老年,兄长、父亲、家长,重情重义；悲伤哀痛；有责任感,祭奠兄弟；带领子侄；安排家事,文雅；感叹；呼唤,主角,66,1；2；4；5,4,1.0,（邓伯道上。）邓伯道（引子）兄弟丧了命，倒叫我，好不伤心。（念）人生在世几度秋，好似杨花水上浮。有朝一日狂风起，大限来时一笔勾。邓伯道（白）老汉邓伯道。兄弟伯俭，中年丧命，撇下邓方孩儿，无人教训。今当周年之期，备定祭礼，带领两个孩儿，去到坟前一祭，以表手足之情。,5,邓伯道：老生,0.95,,
pdf_01000000__01001007___1b262d262b,桑园寄子,01000000,1000000,《戏考》,《戏考》（1000000）,01001007,桑园寄子,pdf_01000000__01001007___1b262d262b__char__c2b1d812f9,金氏,,旦,旦,女,中年,寡妇、弟媳,哀伤；柔弱；依赖,独守孤灯；随家人逃难；哭泣,哀怨；感叹；叙述,配角,15,2；4；5,3,0.3382,（金氏上。）金氏（二黄摇板）遭不幸我官人一旦丧命，撇下奴每日里独守孤灯。金氏（二黄原板）走得我两腿痛珠泪满腮。金氏（二黄原板）何日里到潼关才放心怀。,7,金氏：旦,0.9,,
pdf_01000000__01001008___4e2bf00560,取成都,01000000,1000000,《戏考》,《戏考》（1000000）,01001008,取成都,pdf_01000000__01001008___4e2bf00560__char__4e09592d11,刘璋,,老生,老生,男,中年,西川之主，蜀主,优柔寡断；仁义软弱；缺乏主见,坐视不理；让城求和；依赖臣子,引子开场；多用感叹词；语气犹豫,主角,44,1；3；4；5,4,1.0,"刘璋（引子）驾坐西川,恨张松,归顺桃园。 刘璋（白）非是孤坐视不理,我想成都,兵微将寡,将这西川让与刘备就是。",7,刘璋：老生,0.95,,
pdf_01000000__01001008___4e2bf00560,取成都,01000000,1000000,《戏考》,《戏考》（1000000）,01001008,取成都,pdf_01000000__01001008___4e2bf00560__char__ec3794f24a,刘玉,,小生,小生,男,青年,刘璋之子，王子,急躁；忠诚；有主见,上殿奏本；请命守城；质问父王,多用快板；语气急切；直抒胸臆,配角,15,1,1,0.2741,"刘玉（西皮快板）父王说话不必惊,细听儿臣奏分明:刘备纵有千员将,不让西川又怎生? 刘玉（白）儿臣敌楼答话。",9,刘玉：小生,0.9,,
pdf_01000000__01001008___4e2bf00560,取成都,01000000,1000000,《戏考》,《戏考》（1000000）,01001008,取成都,pdf_01000000__01001008___4e2bf00560__char__594ba1fde9,王累,,老丑,老丑,男,老年,西川老臣，保驾官,忠直；刚烈；固执,启奏主君；保驾随行；阻止开城,多用摇板；语气激昂；直言不讳,配角,15,1；3,2,0.2519,"王累（西皮摇板）西川人马乱纷纷,忙上银安奏主君。 王累（白）开城不要紧,我主江山有失。",11,王累：老丑,0.9,,
pdf_01000000__01001008___4e2bf00560,取成都,01000000,1000000,《戏考》,《戏考》（1000000）,01001008,取成都,pdf_01000000__01001008___4e2bf00560__char__fd35540fd1,刘备,玄德；皇叔,老生,老生,男,中年,汉室宗亲，蜀汉之主,仁义；沉稳；善于用人,进城受降；与刘璋对话；依赖诸葛亮,语气谦和；称呼宗兄；简短有力,主角,18,4；5,2,0.4593,"刘备（白）吓,宗兄! 刘备（白）不敢，宗兄请。 刘备（白）此乃是卧龙先生。",13,刘备：老生,0.95,,
pdf_01000000__01001008___4e2bf00560,取成都,01000000,1000000,《戏考》,《戏考》（1000000）,01001008,取成都,pdf_01000000__01001008___4e2bf00560__char__9dffb49a33,诸葛亮,孔明；诸葛；诸葛孔明,老生,老生,男,中年,蜀汉军师，卧龙先生,足智多谋；沉稳；善于安抚,随军进城；安抚刘璋；调兵遣将,多用快板；语气从容；言辞得体,配角,8,5,1,0.2074,"诸葛亮（快西皮摇板）蜀主不必怒气生,山人言来听分明:主公暂把心拿定,提兵调将由山人。 诸葛亮（白）四将听令:大排队伍送蜀主出城,一路之上,须要小心。",15,诸葛亮：老生,0.95,,
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,pdf_01000000__01001009___abd1be1808__char__b93c80f8b9,韩廷凤,,外,外,男,中年,员外（富户）,善良；仗义；正直；慈悲,赠银；烧婚书；送还妻子；守空房,慷慨；果断；文雅,主角,64,1；3；6,3,1.0,"韩廷凤（白）你可将这女子送回,聘礼不要,再取银子一百两,送她到家,全她夫妻恩情,以完这女子贞节之名。",5,韩廷凤：外,0.95,,
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,pdf_01000000__01001009___abd1be1808__char__b4e53a2881,吴惠泉,,老生,老生,男,中年,贫病书生,忠厚；感恩；病弱,卧病；感激；欲叩谢,虚弱；激动；朴实,配角,57,2；3；5；6,4,0.8212,"吴惠泉（白）世界之上,哪有这样好人?谢天谢地!",7,吴惠泉：老生,0.9,,
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,pdf_01000000__01001009___abd1be1808__char__a0a381e6a8,江氏,,旦,旦,女,青年,贫妇（吴惠泉之妻）,贞烈；感恩；柔弱,哭诉；叩谢；归家,哀婉；恭敬；简洁,配角,22,1；2；3,3,0.3709,"江氏（二黄摇板）救命银是我夫重生父样,全贞节是难妇再世爹娘。",9,江氏：旦,0.9,,
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,pdf_01000000__01001009___abd1be1808__char__73bf017916,金氏,,老旦,老旦,女,老年,贫苦老妇（养母）,现实；无奈；慈爱中带狠心,卖子；诉说身世；分离,直白；悲叹；训斥,配角,19,4；5,2,0.3311,金氏（白）我对你讲了吧：你不是我亲生之子，自因那年金兵造反，四月初八日在青州路上拾来的。,11,金氏：老旦,0.9,,
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,pdf_01000000__01001009___abd1be1808__char__8879b74b6c,媒婆,,丑旦,丑旦,女,中年,媒婆,市侩；谄媚；机灵,引轿；讨赏；撮合,油滑；奉承；简短,功能性角色,5,1,1,0.0397,媒婆（念）新人过门厅，媒钱自然增。,13,媒婆：丑旦,0.85,,
pdf_01000000__01001009___abd1be1808,硃砂痣,01000000,1000000,《戏考》,《戏考》（1000000）,01001009,硃砂痣,pdf_01000000__01001009___abd1be1808__char__c1f921796e,韩遇运,,小生,小生,男,少年,书生（韩廷凤失散之子）,有志气；孝顺；倔强,拒卖；寻亲；行礼,文雅；激昂；恭敬,配角,28,4；6,2,0.5364,"韩遇运（白)(二黄原板）母亲吓,休道我在书房不耕不艺,你孩儿志气高满腹经奇。且等到羽毛干鹏程万里,那时节戴乌纱身挂紫衣。",15,韩遇运：小生,0.9,,
pdf_01000000__01001010___86bc12e35b,黄金台,01000000,1000000,《戏考》,《戏考》（1000000）,01001010,黄金台,pdf_01000000__01001010___86bc12e35b__char__fe7c70a614,田单,,老生,老生,男,中年,齐国大夫,忠义；机智；果断,掌灯夜行；掩护太子；设计改扮,沉稳；急切；恭敬,主角,63,1；2,2,1.0,为国家哪顾得昼夜奔忙；叫人来掌红灯大街来上；与千岁改扮起来,7,田单：老生,0.95,,
pdf_01000000__01001010___86bc12e35b,黄金台,01000000,1000000,《戏考》,《戏考》（1000000）,01001010,黄金台,pdf_01000000__01001010___86bc12e35b__char__94bd019a29,伊立,,净,净,男,中年,齐国奸臣/太监,奸诈；凶狠；跋扈,带兵搜府；下马盘问；冷笑,傲慢；威逼；假客气,反派配角,44,2,1,0.7244,伊立与我结仇恨；御史衙前下了马；有劳大人相迎咱,9,伊立：净,0.9,,
