doc_id,doc_title,scene_index,scene,theme_stage,theme_label_raw,theme_label,theme_strength,theme_role_links,evidence,derived_by
pdf_01000000__01003017___51aaa5bf95,独木关,5,【第五场】,【第五场】,对抗,对抗,1,周青；安殿宝,周青与伙头军对阵安殿宝及龙套，双方交战开打，战斗场面激烈，冲突直接爆发。,llm
pdf_01000000__01003017___51aaa5bf95,独木关,6,【第六场】,【第六场】,英雄气概,英雄气概,1,二老军；薛礼,薛礼身患重病，眼昏不明，但依然强撑上马，誓言不杀安殿宝不回还，二老军劝阻不及。,llm
pdf_01000000__01003017___51aaa5bf95,独木关,6,【第六场】,【第六场】,病痛与意志,悲情,1,二老军；薛礼,薛礼身患重病，眼昏不明，但依然强撑上马，誓言不杀安殿宝不回还，二老军劝阻不及。,llm
pdf_01000000__01003017___51aaa5bf95,独木关,6,【第六场】,【第六场】,忠勇,忠义,1,二老军；薛礼,薛礼身患重病，眼昏不明，但依然强撑上马，誓言不杀安殿宝不回还，二老军劝阻不及。,llm
pdf_01000000__01003017___51aaa5bf95,独木关,7,【第七场】,【第七场】,武打,武打,1,安殿宝；薛礼,安殿宝击败周青后，与薛礼展开激烈交锋，双方武打后同下，冲突升级。,llm
pdf_01000000__01003017___51aaa5bf95,独木关,7,【第七场】,【第七场】,对抗,对抗,1,安殿宝；薛礼,安殿宝击败周青后，与薛礼展开激烈交锋，双方武打后同下，冲突升级。,llm
pdf_01000000__01003017___51aaa5bf95,独木关,8,【第八场】,【第八场】,英雄气概,英雄气概,1,众伙头军；周青；薛礼,薛礼枪挑安殿宝后昏迷，被众伙头军唤醒，得知胜利后望空拜谢神灵，随后请总爷张士贵进关。,llm
pdf_01000000__01003017___51aaa5bf95,独木关,8,【第八场】,【第八场】,神灵庇佑,神灵庇佑,1,众伙头军；周青；薛礼,薛礼枪挑安殿宝后昏迷，被众伙头军唤醒，得知胜利后望空拜谢神灵，随后请总爷张士贵进关。,llm
pdf_01000000__01003017___51aaa5bf95,独木关,8,【第八场】,【第八场】,胜利与收束,胜利与收束,1,众伙头军；周青；薛礼,薛礼枪挑安殿宝后昏迷，被众伙头军唤醒，得知胜利后望空拜谢神灵，随后请总爷张士贵进关。,llm
pdf_01000000__01003017___51aaa5bf95,独木关,9,【第九场】,【第九场】,冒功,冒功,1,何宗宪；张士贵；薛礼,薛礼向张士贵汇报枪挑安殿宝、夺得独木关之功，张士贵轻描淡写，反将功劳归于自己儿子和何宗宪，并设宴庆功。,llm
pdf_01000000__01003017___51aaa5bf95,独木关,9,【第九场】,【第九场】,不公,不公,1,何宗宪；张士贵；薛礼,薛礼向张士贵汇报枪挑安殿宝、夺得独木关之功，张士贵轻描淡写，反将功劳归于自己儿子和何宗宪，并设宴庆功。,llm
pdf_01000000__01003017___51aaa5bf95,独木关,9,【第九场】,【第九场】,隐忍,隐忍,1,何宗宪；张士贵；薛礼,薛礼向张士贵汇报枪挑安殿宝、夺得独木关之功，张士贵轻描淡写，反将功劳归于自己儿子和何宗宪，并设宴庆功。,llm
pdf_01000000__01003017___51aaa5bf95,独木关,0,序幕/前置内容,序幕/前置内容,战争,战争,1,,# 《独木关》；# （一名：《枪挑安殿宝》）,keyword
pdf_01000000__01003017___51aaa5bf95,独木关,0,序幕/前置内容,序幕/前置内容,亲情,亲情,1,,# 《独木关》；# （一名：《枪挑安殿宝》）,keyword
pdf_01000000__01003017___51aaa5bf95,独木关,0,序幕/前置内容,序幕/前置内容,公案,公案,1,,# 《独木关》；# （一名：《枪挑安殿宝》）,keyword
