doc_id,doc_title,scene_index,scene,source,target,relation_type_raw,relation_type,weight,evidence,evidence_line_ids,derived_by,llm_confidence
pdf_01000000__01004011___c0be635aa4,飞虎山,4,【第四场】,李嗣源,安敬思,对话/应答,对话,1,"父王一旁把话讲,讲两句大话唬儿郎。将身跳过小溪涧,父王唤你有话商量。",pdf_01000000__01004011___c0be635aa4__line__000063,adjacency,
pdf_01000000__01004011___c0be635aa4,飞虎山,4,【第四场】,李克用,周德威,对话/应答,对话,1,"周将军,唐营之中,无有存孝的坐骑,如何是好?",pdf_01000000__01004011___c0be635aa4__line__000065,adjacency,
pdf_01000000__01004011___c0be635aa4,飞虎山,4,【第四场】,周德威,李克用,对话/应答,对话,1,"启父王:天差良将,自有良马。",pdf_01000000__01004011___c0be635aa4__line__000065,adjacency,
pdf_01000000__01004011___c0be635aa4,飞虎山,4,【第四场】,李克用,安敬思,提及,提及,1,"安敬思改为李存孝,从今后休离孤的身旁。",pdf_01000000__01004011___c0be635aa4__line__000065,mention,
pdf_01000000__01004011___c0be635aa4,飞虎山,2,【第二场】,龙套,李克用,同场共现,同场共现,1,（李克用上，四将、四龙套同上。）,,stage_direction,
pdf_01000000__01004011___c0be635aa4,飞虎山,2,【第二场】,李克用,龙套,同场共现,同场共现,1,（李克用上，四将、四龙套同上。）,,stage_direction,
pdf_01000000__01004011___c0be635aa4,飞虎山,3,【第三场】,龙套,李克用,同场共现,同场共现,1,（李克用、四将、四龙套同上。）,,stage_direction,
pdf_01000000__01004011___c0be635aa4,飞虎山,3,【第三场】,李克用,龙套,同场共现,同场共现,1,（李克用、四将、四龙套同上。）,,stage_direction,
pdf_01000000__01004011___c0be635aa4,飞虎山,2,【第二场】,四将,李克用,汇报,汇报,1,四将同白：参见父王。人马可齐？俱已齐备。,pdf_01000000__01004011___c0be635aa4__line__000039,llm,
pdf_01000000__01004011___c0be635aa4,飞虎山,2,【第二场】,李克用,四将,命令,命令,1,李克用白：兵发郊外。,pdf_01000000__01004011___c0be635aa4__line__000041,llm,
pdf_01000000__01004011___c0be635aa4,飞虎山,3,【第三场】,土地,李克用,协助,协助,1,土地化身樵夫，引李克用去飞虎岗。,,llm,
pdf_01000000__01004011___c0be635aa4,飞虎山,3,【第三场】,李克用,土地,命令,命令,1,李克用命土地带路去飞虎岗。,,llm,
pdf_01000000__01004011___c0be635aa4,飞虎山,4,【第四场】,李克用,安敬思,收降,收降,3,孤封你太保一十三郎,pdf_01000000__01004011___c0be635aa4__line__000065,llm,
pdf_01000000__01004011___c0be635aa4,飞虎山,4,【第四场】,安敬思,李克用,归顺,归顺,3,躬身一礼拜父王,pdf_01000000__01004011___c0be635aa4__line__000065,llm,
pdf_01000000__01004011___c0be635aa4,飞虎山,4,【第四场】,李克用,安敬思,改名,改名,2,安敬思改为李存孝,pdf_01000000__01004011___c0be635aa4__line__000065,llm,
pdf_01000000__01004011___c0be635aa4,飞虎山,4,【第四场】,李嗣源,安敬思,试探,试探,1,讲两句大话唬儿郎,pdf_01000000__01004011___c0be635aa4__line__000063,llm,
pdf_01000000__01004011___c0be635aa4,飞虎山,4,【第四场】,周德威,李克用,建议,建议,1,天差良将，自有良马,,llm,
